Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Typology,,Value,CV (%)
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,22,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,338",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,106,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,870",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,137,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,779",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,223,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,046",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,114,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,730",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,MIDDLESEX,17,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,19,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,511,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,6,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,5,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NANTUCKET,19,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,1,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,23,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,294,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,8,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,956",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,52,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,408",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,38,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,174",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,100,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,548",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,38,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,NORFOLK,21,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,3,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"14,428",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,105,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,984",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,30,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,784",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,51,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,180",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,160,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,191",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,106,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,208",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,267,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,204",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,147,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"5,633",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,PLYMOUTH,23,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,16,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,2,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,1,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,1,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,1,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,SUFFOLK,25,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"9,138",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,58,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,914",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,29,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,437",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,35,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"20,559",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,244,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"14,427",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,336,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"27,696",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,565,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"18,566",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,260,
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,620",
CENSUS,2007,YEAR,,COUNTY,MASSACHUSETTS,25,ALL COUNTIES,10,WORCESTER,27,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,20,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,953,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,11,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,6,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,487",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,36,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,209",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,58,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,544",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,97,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,888",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,59,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,BELKNAP,1,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,3,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"4,454",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,11,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,4,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,928",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,60,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"4,768",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,60,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,208",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,70,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,856",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,65,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CARROLL,3,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,2,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"6,454",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,21,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"3,275",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,8,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"1,289",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,9,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"7,571",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,85,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"6,613",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,82,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"12,102",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,148,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"8,375",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,63,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,"2,562",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,3,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - ACRES OPERATED,"5,990",
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, (EXCL FAMILY FARMS) - NUMBER OF OPERATIONS,13,
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS, (D),
CENSUS,2007,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,COOS,7,,,0,,FARM OPERATIONS,FARM OPERATIONS, TYPOLOGY, FAMILY FARMS,4,
